p	t	ts	t̠ʃ̺	k	tɕ	6/6	1.0
f		s	ʃ̺	x	ɕ	5/6	0.9006880000764816
pʰ	tʰ	tsʰ	t̠ʃ̺ʰ	kʰ	tɕʰ	6/6	1.0
3/3	2/3	3/3	3/3	3/3	3/3
1.0	0.9257349579337878	1.0	1.0	1.0	1.0
