	tʼ	ʈʼ	kʼ	3/4	0.7723084132353425
			ɡ	1/4	0.3356104427480937
p	t	ʈ	k	4/4	1.0
pʰ	tʰ			2/4	0.5656841778166084
2/4	3/4	2/4	3/4
0.5822336490401876	0.6930598799747638	0.7519048118006025	0.8763738170358555
