b	d̪|d	d̪z̪|dz	ɡ	4/4	1.0
f		s̪|s		2/4	0.7805754038393798
pʰ	t̪ʰ|tʰ	t̪s̪ʰ|tsʰ	kʰ	4/4	1.0
3/3	2/3	3/3	2/3
1.0	0.8430671056514618	1.0	0.7267449820987204
