b	d					2/6	0.6460249624528673
p	t	pʲ	tʲ	k	kʲ	6/6	1.0
v	z			ɣ	ʒ	4/6	0.9895909563626014
f	s			x	ʃ	4/6	0.9925217445970964
4/4	4/4	1/4	1/4	3/4	3/4
1.0	1.0	0.40496714600097067	0.42746354387481406	0.7877253548182532	0.8671193769965635
