	labiodental:0;anterior:+;distributed:-;high:0;low:0;front:0;back:0;round:0	labiodental:0;anterior:-;distributed:+;high:0;low:0;front:0;back:0;round:0	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-		d̠ʒ	1/2	0.6160530413775024
periodicGlottalSource:-;spreadGlottis:-	ts	t̠ʃ	2/2	1.0
periodicGlottalSource:-;spreadGlottis:+	tsʰ	t̠ʃʰ	2/2	1.0
	2/3	3/3
	0.840054901729932	1.0
