p	t	t̠ʃ	k	4/4	1.0
β				1/4	0.27338423696899294
mb	nd	n̠d̠ʒ	ŋɡ	4/4	1.0
f		s	x	3/4	0.8977857981870538
4/4	2/4	3/4	3/4
1.0	0.9024938219897998	0.8944317134960973	0.9472117529137525
