b	d		d̠ʒ	ɡb	ɡ	5/6	0.9571871793184811
v		z		-		2/5	0.5510344893828383
p	t	ts	t̠ʃ	kp	k	6/6	1.0
f		s	ʃ	-		3/5	0.6996525911823187
4/4	2/4	3/4	3/4	2/2	2/4
1.0	0.9036894656578184	0.9302895585623174	0.9236936179361749	1.0	0.8231799477121992
