pʼ	tʼ	ᶑʼ	cʼ	kʼ	5/5	1.0
b	d		ɟ	ɡ	4/5	0.9729143243794409
	t		c	k	3/5	0.6692647093056594
f	s	ʃ			3/5	0.8029965471129127
3/4	4/4	2/4	3/4	3/4
0.5140402112300602	1.0	0.5236502447433545	0.8641417918119161	0.8659329086600746
