	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:+;coronal:-;dorsal:+	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;constrictedGlottis:-	b	d	ɡb	ɡ	4/4	1.0
periodicGlottalSource:+;constrictedGlottis:+	bˀ		-		1/3	0.29409483572125256
periodicGlottalSource:-;constrictedGlottis:-	p	t	kp	k	4/4	1.0
	3/3	2/3	2/2	2/3
	1.0	0.9931674245217235	1.0	0.9897685500195003
