b	d̪|d	d̪z̪|dz	d̠ʒ		d̠ʒʷ	ɡ	ɡʷ	ɢ	ɢˤ		ɢʷ	ɢʷˤ	11/13	0.9997861013716498
		z̪|z				ɣ		ʁ	ʁˤ		ʁʷ	ʁʷˤ	6/13	0.5000348433823006
		s̪|s	ʃ	s̪ʷ|sʷ		x	xʷ	χ	χˤ	ħ	χʷ	χʷˤ	10/13	0.7581765313565094
pʰ	t̪ʰ|tʰ	t̪s̪ʰ|tsʰ	t̠ʃʰ	t̪s̪ʷʰ|tsʷʰ		kʰ	kʷʰ	qʰ	qˤʰ	-	qʷʰ	qʷˤʰ	11/12	0.9982513893480865
pʼ	t̪ʼ|tʼ	t̪s̪ʼ|tsʼ	t̠ʃʼ	t̪s̪ʷʼ|tsʷʼ	t̠ʃʷʼ	kʼ	kʷʼ	qʼ	qˤʼ	-	qʷʼ	qʷˤʼ	12/12	1.0
3/5	3/5	5/5	4/5	3/5	2/5	5/5	4/5	5/5	5/5	1/3	5/5	5/5
0.6417828404020512	0.8675577229803292	1.0	0.8846977024372938	0.7025524668255472	0.2333505474031662	1.0	0.9812829629781283	1.0	1.0	0.713617098463052	1.0	1.0
