z̪|z			ɣ		ʁ	ʁˤ		ʁʷ	ʁʷˤ	6/10	0.7489043532170915
s̪|s	ʃ	s̪ʷ|sʷ	x	xʷ	χ	χˤ	ħ	χʷ	χʷˤ	10/10	1.0
2/2	1/2	1/2	2/2	1/2	2/2	2/2	1/2	2/2	2/2
1.0	0.7731403839650388	0.5452363117527901	1.0	0.9363645283711902	1.0	1.0	0.7233606974850547	1.0	1.0
