b	d̪	ɖ	ɟ	ɡ	ɡʷ	6/6	1.0
p	t̪		c	k	kʷ	5/6	0.9345606035994032
2/2	2/2	1/2	2/2	2/2	2/2
1.0	1.0	0.18254808563574523	1.0	1.0	1.0
