p	t	t̠ʃ	k	q	5/5	1.0
β	ð		ɣ		3/5	0.789158327168695
pʼ	tʼ	t̠ʃʼ	kʼ	qʼ	5/5	1.0
pʰ	tʰ	t̠ʃʰ	kʰ	qʰ	5/5	1.0
ɸ	s	ʃ			3/5	0.8028584804735552
5/5	5/5	4/5	4/5	3/5
1.0	1.0	0.9233925943837056	0.899206333553236	0.6306887039777997
