b	d̪		ɟʝ	ɡ	4/5	0.8569570014756817
ɸ		s	ç	x	4/5	0.941398623285063
p	t̪	ts	cç	k	5/5	1.0
pʰ	t̪ʰ			kʰ	3/5	0.701335482345833
4/4	3/4	2/4	3/4	4/4
1.0	0.8759016668937355	0.8036228218264607	0.9003398830111026	1.0
