b	d	dʲ	ɟ	ɡ		5/6	0.9812546128399781
p	t	tʲ		k	q	5/6	0.9599635178990639
2/2	2/2	2/2	1/2	2/2	1/2
1.0	1.0	1.0	0.46026314264243406	1.0	0.8714529730370428
