p	t		k	3/4	0.9599871408761759
b	d	ɟ	ɡ	4/4	1.0
mb	nd	ɲɟ	ŋɡ	4/4	1.0
b̰	d̰			2/4	0.5756635532449054
4/4	4/4	2/4	3/4
1.0	1.0	0.4799628656795441	0.9913523114003426
