	z	ʒ	ʁ	ʁˤ	4/5	0.9775647906965771
ɬ	s	ʃ	χ		4/5	0.9980788218447845
1/2	2/2	2/2	2/2	1/2
0.9048884957099266	1.0	1.0	1.0	0.3888027896164278
