d̪z̪	d̠ʒ	ɖʐ	3/3	1.0
t̪s̪ʰ	t̠ʃʰ	ʈʂʰ	3/3	1.0
t̪s̪ʼ	t̠ʃʼ	ʈʂʼ	3/3	1.0
3/3	3/3	3/3
1.0	1.0	1.0
