	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+	β		ɣ	2/3	0.5116339842519897
periodicGlottalSource:-	ɸ	s		2/3	0.8043232874578637
	2/2	1/2	1/2
	1.0	0.7903072196662834	0.29522793278914716
