	bʷ			d	dz	d̠ʒ	dʷ		dʷʲ	ɡ	ɡʷ	8/12	0.7242666886700097
β	βʷ	v	vʷ		z	ʒ	zʷ	βʲ	ʒʷ			9/12	0.675018227229925
p	pʷ		-	t		t̠ʃ	tʷ			k	kʷ	7/11	0.9165204709175933
		f	fʷ		s	ʃ	sʷ		ʃʷ			6/12	0.6403156532045619
2/4	3/4	2/4	2/3	2/4	3/4	4/4	4/4	1/4	3/4	2/4	2/4
0.640700981681287	0.9424097873444575	0.9934889234505622	0.9974300703931522	0.9036894656578184	0.6752046091283822	1.0	1.0	0.18603145604444044	0.5991417753274514	0.82328415610326	0.7468217438153808
