	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
spreadGlottis:-	p	t	k	3/3	1.0
spreadGlottis:+	pʰ		kʰ	2/3	0.669389549479034
	2/2	1/2	2/2
	1.0	0.8908944325399992	1.0
