bʷ	b	d̪	-	dʲ	ɡb	ɡ	ɡʲ	7/7	1.0
pʷ	p	t̪	-		kp	k	kʲ	6/7	0.9939572506300531
	v	z̪			-			2/7	0.7971007871171883
	f	s̪	sʷ	sʲ	-			4/7	0.849429526327395
2/4	4/4	4/4	1/2	2/4	2/2	2/4	2/4
0.7192433815142331	1.0	1.0	0.4978999382564249	0.5050066661951903	1.0	0.818888186995482	0.818168471778134
