v			vʲ			ʑ	ɣ	4/8	0.536208769319303
f	ɬ̪|ɬ	s̪|s		ɬ̪ʲ|ɬʲ	s̪ʲ|sʲ	ɕ	x	7/8	0.9981406281244461
2/2	1/2	1/2	1/2	1/2	1/2	2/2	2/2
1.0	0.9025748456519439	0.792937164195169	0.5371499261682682	0.8233281114541665	0.783994053202024	1.0	1.0
