b	d̪	d	ɟʝ	ɡ	5/5	1.0
	ð			ɣ	2/5	0.4477599238350501
p	t̪	t	cç	k	5/5	1.0
f	θ			x	3/5	0.6226325313813896
3/4	4/4	2/4	2/4	4/4
0.9245876636004398	1.0	0.707400485674044	0.8371047217913103	1.0
