p	t	ts	t̠ʃ	ʈʂ	k	q	7/7	1.0
f		s	ʃ	ʂ	x		5/7	0.8355221408534013
pʰ	tʰ	tsʰ	t̠ʃʰ	ʈʂʰ	kʰ		6/7	0.9364345252485102
3/3	2/3	3/3	3/3	3/3	3/3	1/3
1.0	0.9257349579337878	1.0	1.0	1.0	1.0	0.56653807647769
