pʼ	tʼ	kʼ	kʲʼ	kʷʼ	qʼ	6/6	1.0
b	d	ɡ	ɡʲ	ɡʷ	ɢ	6/6	1.0
p	t	k	kʲ	kʷ	q	6/6	1.0
3/3	3/3	3/3	3/3	3/3	3/3
1.0	1.0	1.0	1.0	1.0	1.0
