p	pʷ	t	tʷ	pʲ	kp	kpɾ	kpʷ	kpʲ	k	kʲ	kʷ	12/12	1.0
b	bʷ	d	dʷ	bʲ	ɡb	ɡbɾ			ɡ		ɡʷ	9/12	0.9217130182015246
mb	mbʷ	nd	ndʷ	mbʲ	ŋmɡb	-	-	-	ŋɡ		ŋɡʷ	8/9	0.9466696617131861
mp	mpʷ	nt			ŋmkp	ŋmkpɾ	-	-	ŋk		ŋkʷ	7/10	0.9305401249283375
4/4	4/4	4/4	3/4	3/4	4/4	3/3	1/2	1/2	4/4	1/4	4/4
1.0	1.0	1.0	0.9983785137483061	0.9993707992724001	1.0	1.0	0.5223552024932423	0.6666666666666673	1.0	0.5427403403669121	1.0
