p	t̪	c	k	4/4	1.0
ɓ	ɗ̪	ʄ		3/4	0.920732418895932
mb	nd		ŋɡ	3/4	0.9317157280142805
		ɲʄ	-	1/3	0.014424728105323364
3/4	3/4	3/4	2/3
0.9999757365810261	0.9997743209565666	0.58367973059485	0.9942271009636375
