b	d		d̠ʒ	ɡb	ɡ	5/6	0.8759593116882829
v		z		-		2/5	0.6121217332188817
p	t	t̪	t̠ʃ		k	5/6	0.9950573752925773
f		s	ʃ	-		3/5	0.7561336259967913
4/4	2/4	3/4	3/4	1/2	2/4
1.0	0.941195015445833	0.8754032282689754	0.9236936179361749	0.530589332093437	0.8231799477121992
