b	bʷ	d	dʷ	bʲ	dʲ	ɟ	ɡ	ɡʲ	ɟʷ	ɡʷ	11/11	1.0
p	pʷ	t̪	tʷ	pʲ	tʲ	c	k	kʲ		kʷ	10/11	0.9995710207525389
pʰ		tʰ	tʷʰ	pʲʰ		cʰ	kʰ		cʷʰ	kʷʰ	8/11	0.9877752132951869
3/3	2/3	3/3	3/3	3/3	2/3	3/3	3/3	2/3	2/3	3/3
1.0	0.9913058953737295	1.0	1.0	1.0	0.8569519645008487	1.0	1.0	0.8695518681594083	0.0296312924406532	1.0
