b	bʷ		dz	d	d̠ʒ	dʷ	dzʷ	bʲ	dʲ	ɟ	ɡ	ɡʲ	ɟʷ	ɡʷ	14/15	0.999706168897753
β	vʷ	v	z		ʒ			βʲ					-		6/14	0.6579707325017703
p	pʷ		ts	t̪	t̠ʃ	tʷ		pʲ	tʲ	c	k	kʲ		kʷ	12/15	0.9980873363422086
	fʷ	f	s		ʃ		ʃʷ								5/15	0.632987598635834
pʰ			tsʰ	tʰ	t̠ʃʰ	tʷʰ	tsʷʰ	pʲʰ		cʰ	kʰ		cʷʰ	kʷʰ	11/15	0.9876954069480688
4/5	4/5	2/5	5/5	3/5	5/5	3/5	3/5	4/5	2/5	3/5	3/5	2/5	2/4	3/5
0.9634668383295407	0.9937505168573912	0.9935139814889719	1.0	0.9025468272634085	1.0	0.9036990010587317	0.42324761252897775	0.8384046078306363	0.5804559790225937	0.8349159720229973	0.8191459656681378	0.7105663750230173	0.02010165039118267	0.7492554956114204
