p	t	k	3/3	1.0
ˀb	ˀd	-	2/2	1.0
pʰ	tʰ	kʰ	3/3	1.0
mb	nd	ŋɡ	3/3	1.0
4/4	4/4	3/3
1.0	1.0	1.0
