	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:-;spreadGlottis:-;constrictedGlottis:-;sonorant:-;nasal:-	p	t	k	3/3	1.0
periodicGlottalSource:+;spreadGlottis:-;constrictedGlottis:+,-;sonorant:-;nasal:-	ˀb	ˀd	-	2/2	1.0
periodicGlottalSource:-;spreadGlottis:+;constrictedGlottis:-;sonorant:-;nasal:-	pʰ	tʰ	kʰ	3/3	1.0
periodicGlottalSource:+;spreadGlottis:-;constrictedGlottis:-;sonorant:+,-;nasal:+,-	mb	nd	ŋɡ	3/3	1.0
	4/4	4/4	3/3
	1.0	1.0	1.0
