b	d	ɡ	ɡʷ	ɢ	ɢʷ	6/6	1.0
p	t̪	k	kʷ	q	qʷ	6/6	1.0
2/2	2/2	2/2	2/2	2/2	2/2
1.0	1.0	1.0	1.0	1.0	1.0
