	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-	b	d	ɡ	3/3	1.0
periodicGlottalSource:-;spreadGlottis:-			k	1/3	0.3740838367220055
periodicGlottalSource:-;spreadGlottis:+	pʰ	tʰ	kʰ	3/3	1.0
	2/3	2/3	3/3
	0.4556547232547866	0.39544422376259686	1.0
