p	t	ts	t̠ʃ	ʈʂ	c	k	q	8/8	1.0
		s	ʃ			x		3/8	0.5682914776700732
pʼ	tʼ	tsʼ	t̠ʃʼ	ʈʂʼ	cʼ	kʼ	qʼ	8/8	1.0
pʰ	tʰ	tsʰ	t̠ʃʰ	ʈʂʰ	cʰ	kʰ	qʰ	8/8	1.0
3/4	3/4	4/4	4/4	3/4	3/4	4/4	3/4
0.8403870396331203	0.9252142678489907	1.0	1.0	0.5558903779288882	0.8790317776185353	1.0	0.7116674456042693
