ɮ̪|ɮ	z̪|z	ʒ	-	z̪ʷ|zʷ	ʒʷ	ʁ	ʁˤ	ʕ	ʁʷ	ʁʷˤ	10/10	1.0
ɬ̪|ɬ	s̪|s	ʃ	ɬ̪ʷ|ɬʷ	s̪ʷ|sʷ	ʃʷ	χ	χˤ	ħ	χʷ	χʷˤ	11/11	1.0
2/2	2/2	2/2	1/1	2/2	2/2	2/2	2/2	2/2	2/2	2/2
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
