b	d	ɡ	3/3	1.0
	t	k	2/3	0.7500005506004791
	ð		1/3	0.569626205360226
f			1/3	0.14983467670574724
2/4	3/4	2/4
0.42229157433960707	0.6565958102860922	0.8185257398988781
