	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;loweredLarynxImplosive:-	b		ɡ	2/3	0.6591370853119817
periodicGlottalSource:+;loweredLarynxImplosive:+		ɗ		1/3	0.4185821334697808
periodicGlottalSource:-;loweredLarynxImplosive:-	p	t	k	3/3	1.0
	2/3	2/3	2/3
	0.9673403755413231	0.7253153726031024	0.9881447527138928
