	vʲ	vˠ		ʝ	ɣ	4/6	0.4084880278530105
ʃ	fʲ	fˠ	sˠ	ç	x	6/6	1.0
1/2	2/2	2/2	1/2	2/2	2/2
0.790979405536229	1.0	1.0	0.6045918367346939	1.0	1.0
