b	d̪	dz		ɡ	d̠ʒ	5/6	0.9976911472880283
ɓ	ɗ̪	-	-	ɠ	ʄ	4/4	1.0
		z	ɮ̪|ɮ			2/6	0.252001636637681
p	t̪	ts		k	t̠ʃ	5/6	0.9988909081506724
f		s	ɬ̪|ɬ			3/6	0.4922134375306805
		tsʼ	t̪ɬ̪ʼ|tɬʼ	kʼ		3/6	0.4505681296315636
4/6	3/6	5/5	3/5	4/6	3/6
0.8671058062135603	0.7743423292655616	1.0	0.7109827320078784	0.8192257643665644	0.5753032134429209
