b		d	dz	d̠ʒ	ɟ	ɡ	6/7	0.9980763761356906
ɓ	-	ɗ	-	-			2/4	0.8038629283657579
v	ɮ		z	ʒ	ʝ	ɣ	6/7	0.938468111825454
p		t	ts	t̠ʃ	c	k	6/7	0.9904227872138391
f	ɬ		s	ʃ	ç	x	6/7	0.9456810456248674
5/5	2/4	3/5	4/4	4/4	4/5	4/5
1.0	0.6387032679104904	0.9398547393820654	1.0	1.0	0.9624303833439254	0.995378561422533
