b	d		d̠ʒ		dʲ	ɟ	ɡ	6/8	0.9543414706126612
v		z	ʒ	vʲ	zʲ			5/8	0.6855010951203462
p	t	ts	t̠ʃ	pʲ	tʲ	c	k	8/8	1.0
f		s	ʃ		sʲ			4/8	0.7029290549066243
4/4	2/4	3/4	4/4	2/4	4/4	2/4	2/4
1.0	0.9036894656578184	0.9302895585623174	1.0	0.5909986020454111	1.0	0.8371047217913103	0.8208175339725856
