p	t	ts	t̠ʃ	ʈʂ	tʷ	t̠ʃʷ	pʲ	tʲ	k	kʲ	kʷ	12/12	1.0
				ʐ								1/12	0.043532014985827816
pʰ	tʰ	tsʰ	t̠ʃʰ	ʈʂʰ	tʷʰ	t̠ʃʷʰ	pʲʰ	tʲʰ	kʰ	kʲʰ	kʷʰ	12/12	1.0
f		s	ʃ		sʷ	ʃʷ			x	xʲ	xʷ	8/12	0.8404953104574074
3/4	2/4	3/4	3/4	3/4	3/4	3/4	2/4	2/4	3/4	3/4	3/4
0.9240875405472573	0.9034423347639959	0.8709288035440903	0.9236299312927462	0.5932265368002679	0.8801061793849979	0.7462411569241734	0.6508688205846297	0.6993989481083738	0.9458406081852454	0.9566817010084276	0.9619257370329851
