	z	ʐ	ʑ		ʁ	4/6	0.7635799562616769
ɬ	s	ʂ	ɕ	x	χ	6/6	1.0
1/2	2/2	2/2	2/2	1/2	2/2
0.9048884957099266	1.0	1.0	1.0	0.7063381753138293	1.0
