	labial:+;coronal:-;dorsal:-;round:-	labial:-;coronal:+;dorsal:-;round:0	labial:-;coronal:-;dorsal:+;round:0	labial:-,+;coronal:-;dorsal:+;round:+	count	markedness_count
periodicGlottalSource:-;sonorant:-;nasal:-		t	k	kʷ	3/4	0.7532331777889893
periodicGlottalSource:+;sonorant:-;nasal:-	b	d	ɡ	ɡʷ	4/4	1.0
periodicGlottalSource:+;sonorant:+,-;nasal:+,-	mb	nd			2/4	0.6420406826670702
	2/3	3/3	2/3	2/3
	0.3564673241556326	1.0	0.9776461952673208	0.9854692982443551
