	-	t	-	k	2/3	0.7335238944919852
mb	mbʷ	nd	nɟ		4/5	0.6542277762665589
1/2	1/1	2/2	1/1	1/2
0.3564673241556326	1.0	1.0	1.0	0.709339391302089
