p	t̪	t		k	4/5	0.9936754345577579
b		d	ɡb		3/5	0.5903729966045465
mp	n̪t̪	nt			3/5	0.6374242701983397
3/3	2/3	3/3	1/3	1/3
1.0	0.6840954821683576	1.0	0.5058387509357835	0.7164243379975569
