p	t	kp	k	c	5/5	1.0
		ɡb	ɡ	ɟ	3/5	0.35342352017563755
mb	nd	ŋmɡb	ŋɡ	ɲɟ	5/5	1.0
f	s	-		ʃ	3/4	0.856123635969198
v	z	-		ʒ	3/4	0.8113920698823937
ɱv	nz	-			2/4	0.9389131852166317
5/6	5/6	3/3	3/6	5/6
0.745060474474231	0.8125150332220097	1.0	0.8171043049446871	0.9999922201938204
