b	d	d̠ʒ	ɡ	4/4	1.0
v				1/4	0.27338423696899294
p	t	t̠ʃ	k	4/4	1.0
f		s		2/4	0.6996525911823187
4/4	2/4	3/4	2/4
1.0	0.9036894656578184	0.8954559513640953	0.8231799477121992
