p	ps		ts	t	t̠ʃ	t̠ʃʷ	pʲ	tɕ	tsʲ	tɕʷ	kp	c//cʲ	k	cʷ	kʷ		15/17	0.9933145957934271
	-	-			-	-	-	-	-	-	ˀkp	ˀc	ˀk	-	-		3/7	0.19530021768266775
b				d	d̠ʒ	d̠ʒʷ	bʲ			-	ɡb	ɟ//ɟʲ	ɡ	ɟʷ	ɡʷ	-	10/15	0.9479571070611866
ˀb	-	-	-		-	-	-	-	-	-	ˀɡb	-	-	-	-	ˀɡʷ	3/4	0.7333894378102946
-	-	-	ˀs	-	-	-	-	-	-	-	-	-	-	-	-	ˀʃʷ	2/2	1.0
v	-		z	ð	ʒ	ʒʷ	vʲ		ðʲ	-	-			-		-	7/12	0.7338224658731483
f	-	ɬ	s		ʃ	ʃʷ	fʲ			-	-					-	6/13	0.7182318068033191
5/6	1/2	1/4	4/6	3/6	4/4	4/4	4/4	1/4	2/4	1/1	4/4	3/5	3/5	2/3	2/4	2/4
0.9991198477777444	0.533142906981815	0.6559255064137869	0.9254410605790555	0.9530426620113824	1.0	1.0	1.0	0.5008387467590988	0.5164089332761697	1.0	1.0	0.9101399380862046	0.7980470823708858	0.5188452972417338	0.7002452403008701	0.007207859670904278
