		d̠ʒ	d̠ʒʷ			-	2/6	0.5763329971377064
ps	ts	t̠ʃ	t̠ʃʷ	tsʲ	tɕ	tɕʷ	7/7	1.0
1/2	1/2	2/2	2/2	1/2	1/2	1/1
0.5481195390654678	0.8232968039290527	1.0	1.0	0.7377085523533997	0.7441438893712455	1.0
