	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+	b			1/3	0.31421927817190926
periodicGlottalSource:-		t	k	2/3	0.7407391023801491
	1/2	1/2	1/2
	0.35307331597901326	0.6982137273139257	0.7131090135848781
