pʼ	t̪ʼ	tʼ	kʼ	4/4	1.0
b	d̪			2/4	0.3967308774890232
p	t̪	t	k	4/4	1.0
pʰ	t̪ʰ	tʰ	kʰ	4/4	1.0
4/4	4/4	3/4	3/4
1.0	1.0	0.7203213281610908	0.7253547983783583
