p	t	k	3/3	1.0
b	d	ɡ	3/3	1.0
mb	nd	ŋɡ	3/3	1.0
		ɡʱ	1/3	0.398311947694162
3/4	3/4	4/4
0.9930939807809948	0.9897423978858538	1.0
