v	z	ʒ	vʲ	zʲ			5/7	0.7607859901629309
f	s	ʃ	fʲ	sʲ	x	xʲ	7/7	1.0
2/2	2/2	2/2	2/2	2/2	1/2	1/2
1.0	1.0	1.0	1.0	1.0	0.6980646335439697	0.7401393378813862
