p	t	ts	ʈʂ	pʲ	k	tɕ	7/7	1.0
			ʐ			ʑ	2/7	0.06257994817604927
pʰ	tʰ	tsʰ	ʈʂʰ	pʲʰ	kʰ	tɕʰ	7/7	1.0
f		s	ʂ		x	ɕ	5/7	0.8957592923983381
3/4	2/4	3/4	4/4	2/4	3/4	4/4
0.9244972249605904	0.9034423347639959	0.8953707592861052	1.0	0.6508688205846297	0.9506598419053781	1.0
