p	t	tʷ	kpr	kp	c	k	7/7	1.0
b	d		ɡbr	ɡb	ɟ	ɡ	6/7	0.9985148333108579
mb	nd		-	ŋmɡb	ɲɟ	ŋɡ	5/6	0.9974966769671821
ɓ	ɗ		-	-	ʄ		3/5	0.9196480843669423
f	s		-	-			2/5	0.8027759890925483
v	z		-	-			2/5	0.7533659694966044
ɱv	nz	-	-	-	-		2/3	0.9413595479238408
7/7	7/7	1/6	2/2	3/3	4/6	3/7
1.0	1.0	0.5363324312710209	1.0	1.0	0.8141043319363236	0.8123634793433945
