v					1/5	0.14766522702690493
	ʃ	ʂ	x	xʷ	4/5	0.8583614316295505
1/2	1/2	1/2	1/2	1/2
0.2389466954399098	0.7740861771884974	0.8002159131973088	0.7044347480298516	0.8258323940163383
