b		d	d̠ʒ	ɡ	4/5	0.9997013672372398
ɸ	f		ʃ		3/5	0.6632641859468961
p		t̪		k	3/5	0.8382731543052113
3/3	1/3	2/3	2/3	2/3
1.0	0.9912862237553092	0.9078698889743482	0.553982750966513	0.8704935942677532
