b	d̪		ɖ		ɡ			4/8	0.8253998062868777
		z		ʐ	ɣ		ʑ	4/8	0.5704283065312684
p	t̪	ts	ʈ	ʈʂ	k	q	tɕ	8/8	1.0
f		s		ʂ	x		ɕ	5/8	0.8689324066003599
3/4	2/4	3/4	2/4	3/4	4/4	1/4	3/4
0.9245986149390822	0.7561293592417255	0.8930194928352335	0.9500227250121117	0.9253734908601073	1.0	0.5559788356559817	0.8274441675682094
