b	d̪	dz	d̠ʒ	ɟ	ɡ	6/6	1.0
v		z	ʒ			3/6	0.6920108783360928
p	t̪	ts	t̠ʃ	c	k	6/6	1.0
f		s	ʃ		x	4/6	0.910584794186606
4/4	2/4	4/4	4/4	2/4	3/4
1.0	0.8337086869543983	1.0	1.0	0.8371047217913103	0.9458984764575173
