b	d̪	ɖ	ɟʝ	ɡ	5/5	1.0
ɸ	s	ʃ			3/5	0.7941205597959781
p	t̪	ʈ	cç	k	5/5	1.0
3/3	3/3	3/3	2/3	2/3
1.0	1.0	1.0	0.8821472665701419	0.8686670143906876
