p̰	t̰		k̰ʷ	q̰	q̰ʷ	5/6	0.6446318252800549
p	t	k	kʷ	q	qʷ	6/6	1.0
2/2	2/2	1/2	2/2	2/2	2/2
1.0	1.0	0.9852308495428557	1.0	1.0	1.0
